Name,Version,Architecture,Description
a11y-profile-manager-indicator,0.1.10-0ubuntu3,amd64,Accessibility Profile Manager - Unity desktop indicator
account-plugin-facebook,0.12+16.04.20160126-0ubuntu1,all,GNOME Control Center account plugin for single signon - facebook
account-plugin-flickr,0.12+16.04.20160126-0ubuntu1,all,GNOME Control Center account plugin for single signon - flickr
account-plugin-google,0.12+16.04.20160126-0ubuntu1,all,GNOME Control Center account plugin for single signon
accountsservice,0.6.40-2ubuntu11.3,amd64,query and manipulate user account information
acl,2.2.52-3,amd64,Access control list utilities
acpi-support,0.142,amd64,scripts for handling many ACPI events
acpid,1:2.0.26-1ubuntu2,amd64,Advanced Configuration and Power Interface event daemon
activity-log-manager,0.9.7-0ubuntu23.16.04.1,amd64,blacklist configuration user interface for Zeitgeist
adduser,3.113+nmu3ubuntu4,all,add and remove users and groups
adium-theme-ubuntu,0.3.4-0ubuntu1.1,all,Adium message style for Ubuntu
adwaita-icon-theme,3.18.0-2ubuntu3.1,all,default icon theme of GNOME (small subset)
aisleriot,1:3.18.2-1ubuntu1,amd64,GNOME solitaire card game collection
alsa-base,1.0.25+dfsg-0ubuntu5,all,ALSA driver configuration files
alsa-utils,1.1.0-0ubuntu5,amd64,Utilities for configuring and using ALSA
anacron,2.3-23,amd64,cron-like program that doesn't go by time
apg,2.2.3.dfsg.1-2ubuntu1,amd64,Automated Password Generator - Standalone version
app-install-data,15.10,all,Ubuntu applications (data files)
app-install-data-partner,16.04,all,Application Installer (data files for partner applications/repositories)
apparmor,2.10.95-0ubuntu2.9,amd64,user-space parser utility for AppArmor
appmenu-qt:amd64,0.2.7+14.04.20140305-0ubuntu2,amd64,application menu for Qt
appmenu-qt5,0.3.0+16.04.20170216-0ubuntu1,amd64,application menu for Qt5
apport,2.20.1-0ubuntu2.17,all,automatically generate crash reports for debugging
apport-gtk,2.20.1-0ubuntu2.17,all,GTK+ frontend for the apport crash report system
apport-symptoms,0.20,all,symptom scripts for apport
appstream,0.9.4-1ubuntu3,amd64,Software component index
apt,1.2.26,amd64,commandline package manager
apt-transport-https,1.2.26,amd64,https download transport for APT
apt-utils,1.2.26,amd64,package management related utility programs
aptdaemon,1.1.1+bzr982-0ubuntu14,all,transaction based package management service
aptdaemon-data,1.1.1+bzr982-0ubuntu14,all,data files for clients
apturl,0.5.2ubuntu11.1,amd64,install packages using the apt protocol - GTK+ frontend
apturl-common,0.5.2ubuntu11.1,amd64,install packages using the apt protocol - common data
aspell,0.60.7~20110707-3build1,amd64,GNU Aspell spell-checker
aspell-en,7.1-0-1.1,all,English dictionary for GNU Aspell
at-spi2-core,2.18.3-4ubuntu1,amd64,Assistive Technology Service Provider Interface (dbus core)
avahi-autoipd,0.6.32~rc+dfsg-1ubuntu2.2,amd64,Avahi IPv4LL network address configuration daemon
avahi-daemon,0.6.32~rc+dfsg-1ubuntu2.2,amd64,Avahi mDNS/DNS-SD daemon
avahi-utils,0.6.32~rc+dfsg-1ubuntu2.2,amd64,"Avahi browsing, publishing and discovery utilities"
bamfdaemon,0.5.3~bzr0+16.04.20180209-0ubuntu1,amd64,Window matching library - daemon
baobab,3.18.1-1ubuntu1,amd64,GNOME disk usage analyzer
base-files,9.4ubuntu4.6,amd64,Debian base system miscellaneous files
base-passwd,3.5.39,amd64,Debian base system master password and group files
bash,4.3-14ubuntu1.2,amd64,GNU Bourne Again SHell
bash-completion,1:2.1-4.2ubuntu1.1,all,programmable completion for the bash shell
bc,1.06.95-9build1,amd64,GNU bc arbitrary precision calculator language
bind9-host,1:9.10.3.dfsg.P4-8ubuntu1.10,amd64,Version of 'host' bundled with BIND 9.X
binutils,2.26.1-1ubuntu1~16.04.6,amd64,"GNU assembler, linker and binary utilities"
bluez,5.37-0ubuntu5.1,amd64,Bluetooth tools and daemons
bluez-cups,5.37-0ubuntu5.1,amd64,Bluetooth printer driver for CUPS
bluez-obexd,5.37-0ubuntu5.1,amd64,bluez obex daemon
branding-ubuntu,0.8,all,Replacement artwork with Ubuntu branding
brltty,5.3.1-2ubuntu2.1,amd64,Access software for a blind person using a braille display
bsdmainutils,9.0.6ubuntu3,amd64,collection of more utilities from FreeBSD
bsdutils,1:2.27.1-6ubuntu3.4,amd64,basic utilities from 4.4BSD-Lite
build-essential,12.1ubuntu2,amd64,Informational list of build-essential packages
busybox-initramfs,1:1.22.0-15ubuntu1,amd64,Standalone shell setup for initramfs
busybox-static,1:1.22.0-15ubuntu1,amd64,Standalone rescue shell with tons of builtin utilities
bzip2,1.0.6-8,amd64,high-quality block-sorting file compressor - utilities
ca-certificates,20170717~16.04.1,all,Common CA certificates
checkbox-converged,1.2.4-0ubuntu1,all,testing tool for all Ubuntu devices
checkbox-gui,1.2.4-0ubuntu1,all,QML based interface for checkbox (transitional package)
cheese,3.18.1-2ubuntu3,amd64,tool to take pictures and videos from your webcam
cheese-common,3.18.1-2ubuntu3,all,Common files for the Cheese tool to take pictures and videos
colord,1.2.12-1ubuntu1,amd64,system service to manage device colour profiles -- system daemon
colord-data,1.2.12-1ubuntu1,all,system service to manage device colour profiles -- data files
command-not-found,0.3ubuntu16.04.2,all,Suggest installation of packages in interactive bash sessions
command-not-found-data,0.3ubuntu16.04.2,amd64,Set of data files for command-not-found.
compiz,1:0.9.12.3+16.04.20180221-0ubuntu1,all,OpenGL window and compositing manager
compiz-core,1:0.9.12.3+16.04.20180221-0ubuntu1,amd64,OpenGL window and compositing manager
compiz-gnome,1:0.9.12.3+16.04.20180221-0ubuntu1,amd64,OpenGL window and compositing manager - GNOME window decorator
compiz-plugins-default:amd64,1:0.9.12.3+16.04.20180221-0ubuntu1,amd64,OpenGL window and compositing manager - default plugins
console-setup,1.108ubuntu15.3,all,console font and keymap setup program
console-setup-linux,1.108ubuntu15.3,all,Linux specific part of console-setup
coreutils,8.25-2ubuntu3~16.04,amd64,GNU core utilities
cpio,2.11+dfsg-5ubuntu1,amd64,GNU cpio -- a program to manage archives of files
cpp,4:5.3.1-1ubuntu1,amd64,GNU C preprocessor (cpp)
cpp-5,5.4.0-6ubuntu1~16.04.9,amd64,GNU C preprocessor
cpu-checker,0.7-0ubuntu7,amd64,tools to help evaluate certain CPU (or BIOS) features
cracklib-runtime,2.9.2-1ubuntu1,amd64,runtime support for password checker library cracklib2
crda,3.13-1,amd64,wireless Central Regulatory Domain Agent
cron,3.0pl1-128ubuntu2,amd64,process scheduling daemon
cups,2.1.3-4ubuntu0.4,amd64,"Common UNIX Printing System(tm) - PPD/driver support, web interface"
cups-browsed,1.8.3-2ubuntu3.4,amd64,OpenPrinting CUPS Filters - cups-browsed
cups-bsd,2.1.3-4ubuntu0.4,amd64,Common UNIX Printing System(tm) - BSD commands
cups-client,2.1.3-4ubuntu0.4,amd64,Common UNIX Printing System(tm) - client programs (SysV)
cups-common,2.1.3-4ubuntu0.4,all,Common UNIX Printing System(tm) - common files
cups-core-drivers,2.1.3-4ubuntu0.4,amd64,Common UNIX Printing System(tm) - PPD-less printing
cups-daemon,2.1.3-4ubuntu0.4,amd64,Common UNIX Printing System(tm) - daemon
cups-filters,1.8.3-2ubuntu3.4,amd64,OpenPrinting CUPS Filters - Main Package
cups-filters-core-drivers,1.8.3-2ubuntu3.4,amd64,OpenPrinting CUPS Filters - PPD-less printing
cups-pk-helper,0.2.5-2ubuntu2,amd64,PolicyKit helper to configure cups with fine-grained privileges
cups-ppdc,2.1.3-4ubuntu0.4,amd64,Common UNIX Printing System(tm) - PPD manipulation utilities
cups-server-common,2.1.3-4ubuntu0.4,all,Common UNIX Printing System(tm) - server common files
curl,7.47.0-1ubuntu2.8,amd64,command line tool for transferring data with URL syntax
dash,0.5.8-2.1ubuntu2,amd64,POSIX-compliant shell
dbus,1.10.6-1ubuntu3.3,amd64,simple interprocess messaging system (daemon and utilities)
dbus-x11,1.10.6-1ubuntu3.3,amd64,simple interprocess messaging system (X11 deps)
dc,1.06.95-9build1,amd64,GNU dc arbitrary precision reverse-polish calculator
dconf-cli,0.24.0-2,amd64,simple configuration storage system - utilities
dconf-gsettings-backend:amd64,0.24.0-2,amd64,simple configuration storage system - GSettings back-end
dconf-service,0.24.0-2,amd64,simple configuration storage system - D-Bus service
debconf,1.5.58ubuntu1,all,Debian configuration management system
debconf-i18n,1.5.58ubuntu1,all,full internationalization support for debconf
debianutils,4.7,amd64,Miscellaneous utilities specific to Debian
deja-dup,34.2-0ubuntu1.1,amd64,Back up your files
desktop-file-utils,0.22-1ubuntu5.1,amd64,Utilities for .desktop files
dh-python,2.20151103ubuntu1.1,all,Debian helper tools for packaging Python libraries and applications
dictionaries-common,1.26.3,all,spelling dictionaries - common utilities
diffstat,1.61-1,amd64,produces graph of changes introduced by a diff file
diffutils,1:3.3-3,amd64,File comparison utilities
dirmngr,2.1.11-6ubuntu2,amd64,server for managing certificate revocation lists
distro-info-data,0.28ubuntu0.8,all,information about the distributions' releases (data files)
dkms,2.2.0.3-2ubuntu11.5,all,Dynamic Kernel Module Support Framework
dmidecode,3.0-2ubuntu0.1,amd64,SMBIOS/DMI table decoder
dmsetup,2:1.02.110-1ubuntu10,amd64,Linux Kernel Device Mapper userspace library
dmz-cursor-theme,0.4.4ubuntu1,all,"Style neutral, scalable cursor theme"
dns-root-data,2015052300+h+1,all,DNS root data including root zone and DNSSEC key
dnsmasq-base,2.75-1ubuntu0.16.04.4,amd64,Small caching DNS proxy and DHCP/TFTP server
dnsutils,1:9.10.3.dfsg.P4-8ubuntu1.10,amd64,Clients provided with BIND
doc-base,0.10.7,all,utilities to manage online documentation
dosfstools,3.0.28-2ubuntu0.1,amd64,utilities for making and checking MS-DOS FAT filesystems
dpkg,1.18.4ubuntu1.4,amd64,Debian package management system
dpkg-dev,1.18.4ubuntu1.4,all,Debian package development tools
e2fslibs:amd64,1.42.13-1ubuntu1,amd64,ext2/ext3/ext4 file system libraries
e2fsprogs,1.42.13-1ubuntu1,amd64,ext2/ext3/ext4 file system utilities
ed,1.10-2,amd64,classic UNIX line editor
efibootmgr,0.12-4,amd64,Interact with the EFI Boot Manager
eject,2.1.5+deb1+cvs20081104-13.1ubuntu0.16.04.1,amd64,ejects CDs and operates CD-Changers under Linux
emacsen-common,2.0.8,all,Common facilities for all emacsen
enchant,1.6.0-10.1build2,amd64,Wrapper for various spell checker engines (binary programs)
eog,3.18.2-1ubuntu2.1,amd64,Eye of GNOME graphics viewer program
espeak-data:amd64,1.48.04+dfsg-2,amd64,Multi-lingual software speech synthesizer: speech data files
ethtool,1:4.5-1,amd64,display or change Ethernet device settings
evince,3.18.2-1ubuntu4.3,amd64,"Document (PostScript, PDF) viewer"
evince-common,3.18.2-1ubuntu4.3,all,"Document (PostScript, PDF) viewer - common files"
evolution-data-server,3.18.5-1ubuntu1,amd64,evolution database backend server
evolution-data-server-common,3.18.5-1ubuntu1,all,architecture independent files for Evolution Data Server
evolution-data-server-online-accounts,3.18.5-1ubuntu1,amd64,evolution data server integration with Ubuntu Online Accounts
example-content,49,all,Ubuntu example content
fakeroot,1.20.2-1ubuntu1,amd64,tool for simulating superuser privileges
file,1:5.25-2ubuntu1,amd64,"Determines file type using ""magic"" numbers"
file-roller,3.16.5-0ubuntu1.2,amd64,archive manager for GNOME
findutils,4.6.0+git+20160126-2,amd64,"utilities for finding files--find, xargs"
firefox,60.0.1+build2-0ubuntu0.16.04.1,amd64,Safe and easy web browser from Mozilla
firefox-locale-en,60.0.1+build2-0ubuntu0.16.04.1,amd64,English language pack for Firefox
fontconfig,2.11.94-0ubuntu1.1,amd64,generic font configuration library - support binaries
fontconfig-config,2.11.94-0ubuntu1.1,all,generic font configuration library - configuration
fonts-dejavu-core,2.35-1,all,Vera font family derivate with additional characters
fonts-freefont-ttf,20120503-4,all,"Freefont Serif, Sans and Mono Truetype fonts"
fonts-guru,2:1.2,all,Meta package to install all Punjabi fonts
fonts-guru-extra,2.0-3,all,Free fonts for Punjabi language
fonts-kacst,2.01+mry-12,all,KACST free TrueType Arabic fonts
fonts-kacst-one,5.0+svn11846-7,all,TrueType font designed for Arabic language
fonts-khmeros-core,5.0-7ubuntu1,all,KhmerOS Unicode fonts for the Khmer language of Cambodia
fonts-lao,0.0.20060226-9,all,TrueType font for Lao language
fonts-liberation,1.07.4-1,all,"Fonts with the same metrics as Times, Arial and Courier"
fonts-lklug-sinhala,0.6-3,all,Unicode Sinhala font by Lanka Linux User Group
fonts-lohit-guru,2.5.3-2,all,Lohit TrueType font for Punjabi Language
fonts-nanum,20140930-1,all,Nanum Korean fonts
fonts-noto-cjk,1:1.004+repack2-1~ubuntu1,all,"""No Tofu"" font families with large Unicode coverage (CJK)"
fonts-opensymbol,2:102.7+LibO5.1.6~rc2-0ubuntu1~xenial3,all,OpenSymbol TrueType font
fonts-sil-abyssinica,1.500-1,all,smart Unicode font for Ethiopian and Erythrean scripts (Amharic et al.)
fonts-sil-padauk,2.80-2,all,smart Unicode font for languages in Myanmar
fonts-stix,1.1.1-4,all,Scientific and Technical Information eXchange fonts
fonts-symbola,2.59-1,all,symbolic font providing emoji characters from Unicode 7.0
fonts-takao-pgothic,003.02.01-9ubuntu3,all,"Japanese TrueType font set, Takao P Gothic Fonts"
fonts-thai-tlwg,1:0.6.2-2.1,all,Thai fonts maintained by TLWG (metapackage)
fonts-tibetan-machine,1.901b-5,all,"font for Tibetan, Dzongkha and Ladakhi (OpenType Unicode)"
fonts-tlwg-garuda,1:0.6.2-2.1,all,Thai Garuda font (dependency package)
fonts-tlwg-garuda-ttf,1:0.6.2-2.1,all,Thai Garuda TrueType font
fonts-tlwg-kinnari,1:0.6.2-2.1,all,Thai Kinnari font (dependency package)
fonts-tlwg-kinnari-ttf,1:0.6.2-2.1,all,Thai Kinnari TrueType font
fonts-tlwg-laksaman,1:0.6.2-2.1,all,Thai Laksaman font (dependency package)
fonts-tlwg-laksaman-ttf,1:0.6.2-2.1,all,Thai Laksaman TrueType font
fonts-tlwg-loma,1:0.6.2-2.1,all,Thai Loma font (dependency package)
fonts-tlwg-loma-ttf,1:0.6.2-2.1,all,Thai Loma TrueType font
fonts-tlwg-mono,1:0.6.2-2.1,all,Thai TlwgMono font (dependency package)
fonts-tlwg-mono-ttf,1:0.6.2-2.1,all,Thai TlwgMono TrueType font
fonts-tlwg-norasi,1:0.6.2-2.1,all,Thai Norasi font (dependency package)
fonts-tlwg-norasi-ttf,1:0.6.2-2.1,all,Thai Norasi TrueType font
fonts-tlwg-purisa,1:0.6.2-2.1,all,Thai Purisa font (dependency package)
fonts-tlwg-purisa-ttf,1:0.6.2-2.1,all,Thai Purisa TrueType font
fonts-tlwg-sawasdee,1:0.6.2-2.1,all,Thai Sawasdee font (dependency package)
fonts-tlwg-sawasdee-ttf,1:0.6.2-2.1,all,Thai Sawasdee TrueType font
fonts-tlwg-typewriter,1:0.6.2-2.1,all,Thai TlwgTypewriter font (dependency package)
fonts-tlwg-typewriter-ttf,1:0.6.2-2.1,all,Thai TlwgTypewriter TrueType font
fonts-tlwg-typist,1:0.6.2-2.1,all,Thai TlwgTypist font (dependency package)
fonts-tlwg-typist-ttf,1:0.6.2-2.1,all,Thai TlwgTypist TrueType font
fonts-tlwg-typo,1:0.6.2-2.1,all,Thai TlwgTypo font (dependency package)
fonts-tlwg-typo-ttf,1:0.6.2-2.1,all,Thai TlwgTypo TrueType font
fonts-tlwg-umpush,1:0.6.2-2.1,all,Thai Umpush font (dependency package)
fonts-tlwg-umpush-ttf,1:0.6.2-2.1,all,Thai Umpush TrueType font
fonts-tlwg-waree,1:0.6.2-2.1,all,Thai Waree font (dependency package)
fonts-tlwg-waree-ttf,1:0.6.2-2.1,all,Thai Waree TrueType font
foomatic-db-compressed-ppds,20160212-0ubuntu1,all,OpenPrinting printer support - Compressed PPDs derived from the database
friendly-recovery,0.2.31ubuntu1,all,Make recovery more user-friendly
ftp,0.17-33,amd64,classical file transfer client
fuse,2.9.4-1ubuntu3.1,amd64,Filesystem in Userspace
fwupd,0.8.3-0ubuntu3,amd64,Firmware update daemon
fwupdate,0.5-2ubuntu7,amd64,Tools to manage UEFI firmware updates
fwupdate-signed,1.11.3+0.5-2ubuntu7,amd64,Linux Firmware Updater EFI signed binary
g++,4:5.3.1-1ubuntu1,amd64,GNU C++ compiler
g++-5,5.4.0-6ubuntu1~16.04.9,amd64,GNU C++ compiler
gcc,4:5.3.1-1ubuntu1,amd64,GNU C compiler
gcc-5,5.4.0-6ubuntu1~16.04.9,amd64,GNU C compiler
gcc-5-base:amd64,5.4.0-6ubuntu1~16.04.9,amd64,"GCC, the GNU Compiler Collection (base package)"
gcc-6-base:amd64,6.0.1-0ubuntu1,amd64,"GCC, the GNU Compiler Collection (base package)"
gcc-8-base:amd64,8-20180414-1ubuntu2,amd64,"GCC, the GNU Compiler Collection (base package)"
gconf-service,3.2.6-3ubuntu6,amd64,GNOME configuration database system (D-Bus service)
gconf-service-backend,3.2.6-3ubuntu6,amd64,GNOME configuration database system (D-Bus service)
gconf2,3.2.6-3ubuntu6,amd64,GNOME configuration database system (support tools)
gconf2-common,3.2.6-3ubuntu6,all,GNOME configuration database system (common files)
gcr,3.18.0-1ubuntu1,amd64,GNOME crypto services (daemon and tools)
gdb,7.11.1-0ubuntu1~16.5,amd64,GNU Debugger
gdbserver,7.11.1-0ubuntu1~16.5,amd64,GNU Debugger (remote server)
gdisk,1.0.1-1build1,amd64,GPT fdisk text-mode partitioning tool
gedit,3.18.3-0ubuntu4,amd64,official text editor of the GNOME desktop environment
gedit-common,3.18.3-0ubuntu4,all,official text editor of the GNOME desktop environment (support files)
genisoimage,9:1.1.11-3ubuntu1,amd64,Creates ISO-9660 CD-ROM filesystem images
geoclue,0.12.99-4ubuntu1,amd64,Geographic information framework
geoclue-ubuntu-geoip,1.0.2+14.04.20131125-0ubuntu2,amd64,Provide positioning for GeoClue via Ubuntu GeoIP services
geoip-database,20160408-1,all,IP lookup command line tools that use the GeoIP library (country database)
gettext,0.19.7-2ubuntu3,amd64,GNU Internationalization utilities
gettext-base,0.19.7-2ubuntu3,amd64,GNU Internationalization utilities for the base system
ghostscript,9.18~dfsg~0-0ubuntu2.8,amd64,interpreter for the PostScript language and for PDF
ghostscript-x,9.18~dfsg~0-0ubuntu2.8,amd64,interpreter for the PostScript language and for PDF - X11 support
gir1.2-accounts-1.0:amd64,1.21+16.04.20160222-0ubuntu1,amd64,typelib file for libaccounts-glib0
gir1.2-appindicator3-0.1,12.10.1+16.04.20170215-0ubuntu1,amd64,Typelib files for libappindicator3-1.
gir1.2-atk-1.0,2.18.0-1,amd64,ATK accessibility toolkit (GObject introspection)
gir1.2-atspi-2.0,2.18.3-4ubuntu1,amd64,Assistive Technology Service Provider (GObject introspection)
gir1.2-dbusmenu-glib-0.4:amd64,16.04.1+16.04.20160927-0ubuntu1,amd64,typelib file for libdbusmenu-glib4
gir1.2-dee-1.0,1.2.7+15.04.20150304-0ubuntu2,amd64,GObject introspection data for the Dee library
gir1.2-freedesktop:amd64,1.46.0-3ubuntu1,amd64,Introspection data for some FreeDesktop components
gir1.2-gdata-0.0:amd64,0.17.4-1,amd64,GObject introspection data for the GData webservices library
gir1.2-gdkpixbuf-2.0:amd64,2.32.2-1ubuntu1.4,amd64,GDK Pixbuf library - GObject-Introspection
gir1.2-glib-2.0:amd64,1.46.0-3ubuntu1,amd64,"Introspection data for GLib, GObject, Gio and GModule"
gir1.2-gnomekeyring-1.0,3.12.0-1build1,amd64,GNOME keyring services library - introspection data
gir1.2-goa-1.0:amd64,3.18.3-1ubuntu2,amd64,Introspection data for GNOME Online Accounts
gir1.2-gst-plugins-base-1.0,1.8.3-1ubuntu0.2,amd64,GObject introspection data for the GStreamer Plugins Base library
gir1.2-gstreamer-1.0,1.8.3-1~ubuntu0.1,amd64,GObject introspection data for the GStreamer library
gir1.2-gtk-3.0:amd64,3.18.9-1ubuntu3.3,amd64,GTK+ graphical user interface library -- gir bindings
gir1.2-gtksource-3.0:amd64,3.18.2-1,amd64,gir files for the GTK+ syntax highlighting widget
gir1.2-gudev-1.0:amd64,1:230-2,amd64,libgudev-1.0 introspection data
gir1.2-ibus-1.0:amd64,1.5.11-1ubuntu2.1,amd64,Intelligent Input Bus - introspection data
gir1.2-javascriptcoregtk-4.0:amd64,2.20.2-0ubuntu0.16.04.1,amd64,JavaScript engine library from WebKitGTK+ - GObject introspection data
gir1.2-json-1.0:amd64,1.1.2-0ubuntu1,amd64,GLib JSON manipulation library (introspection data)
gir1.2-notify-0.7,0.7.6-2svn1,amd64,sends desktop notifications to a notification daemon (Introspection files)
gir1.2-packagekitglib-1.0,0.8.17-4ubuntu6~gcc5.4ubuntu1.2,amd64,GObject introspection data for the PackageKit GLib library
gir1.2-pango-1.0:amd64,1.38.1-1,amd64,Layout and rendering of internationalized text - gir bindings
gir1.2-peas-1.0:amd64,1.16.0-1ubuntu2,amd64,Application plugin library (introspection files)
gir1.2-rb-3.0:amd64,3.3-1ubuntu7,amd64,GObject introspection data for the rhythmbox music player
gir1.2-secret-1:amd64,0.18.4-1ubuntu2,amd64,Secret store (GObject-Introspection)
gir1.2-signon-1.0,1.13+16.04.20151209.1-0ubuntu1,amd64,GObject introspection data for the Signon library
gir1.2-soup-2.4,2.52.2-1ubuntu0.2,amd64,GObject introspection data for the libsoup HTTP library
gir1.2-totem-1.0:amd64,3.18.1-1ubuntu4,amd64,GObject introspection data for Totem media player
gir1.2-totem-plparser-1.0:amd64,3.10.6-1ubuntu1,amd64,GObject introspection data for the Totem Playlist Parser library
gir1.2-udisks-2.0:amd64,2.1.7-1ubuntu1,amd64,GObject based library to access udisks2 - introspection data
gir1.2-unity-5.0:amd64,7.1.4+16.04.20180209.1-0ubuntu1,amd64,GObject introspection data for the Unity library
gir1.2-vte-2.91:amd64,0.42.5-1ubuntu1,amd64,GObject introspection data for the VTE library
gir1.2-webkit2-4.0:amd64,2.20.2-0ubuntu0.16.04.1,amd64,Web content engine library for GTK+ - GObject introspection data
gir1.2-wnck-3.0:amd64,3.14.1-2,amd64,GObject introspection data for the WNCK library
gkbd-capplet,3.6.0-1ubuntu2,amd64,GNOME control center tools for libgnomekbd
glib-networking:amd64,2.48.2-1~ubuntu16.04.1,amd64,network-related giomodules for GLib
glib-networking-common,2.48.2-1~ubuntu16.04.1,all,network-related giomodules for GLib - data files
glib-networking-services,2.48.2-1~ubuntu16.04.1,amd64,network-related giomodules for GLib - D-Bus services
gnome-accessibility-themes,3.18.0-2ubuntu2,all,Accessibility themes for the GNOME desktop
gnome-bluetooth,3.18.2-1ubuntu2,amd64,GNOME Bluetooth tools
gnome-calculator,1:3.18.3-0ubuntu1.16.04.1,amd64,GNOME desktop calculator
gnome-calendar,3.20.4-0ubuntu0.1,amd64,Calendar application for GNOME
gnome-desktop3-data,3.18.2-1ubuntu1,all,Common files for GNOME desktop apps
gnome-disk-utility,3.18.3.1-1ubuntu1.1,amd64,manage and configure disk drives and media
gnome-font-viewer,3.16.2-1ubuntu1,amd64,font viewer for GNOME
gnome-keyring,3.18.3-0ubuntu2,amd64,GNOME keyring services (daemon and tools)
gnome-mahjongg,1:3.18.0-1,amd64,classic Eastern tile game for GNOME
gnome-menus,3.13.3-6ubuntu3.1,amd64,GNOME implementation of the freedesktop menu specification
gnome-mines,1:3.18.2-2,amd64,popular minesweeper puzzle game for GNOME
gnome-orca,3.18.2-1ubuntu3,all,Scriptable screen reader
gnome-power-manager,3.18.0-1ubuntu1,amd64,power management tool for the GNOME desktop
gnome-screensaver,3.6.1-7ubuntu4,amd64,GNOME screen saver and locker
gnome-screenshot,3.18.0-1ubuntu2,amd64,screenshot application for GNOME
gnome-session-bin,3.18.1.2-1ubuntu1.16.04.2,amd64,GNOME Session Manager - Minimal runtime
gnome-session-canberra,0.30-2.1ubuntu1,amd64,GNOME session log in and log out sound events
gnome-session-common,3.18.1.2-1ubuntu1.16.04.2,all,GNOME Session Manager - common files
gnome-settings-daemon-schemas,3.18.2-0ubuntu3.1,all,gnome-settings-daemon schemas
gnome-software,3.20.5-0ubuntu0.16.04.10,amd64,Software Center for GNOME
gnome-software-common,3.20.5-0ubuntu0.16.04.10,all,Software Center for GNOME (common files)
gnome-sudoku,1:3.18.4-0ubuntu2,amd64,Sudoku puzzle game for GNOME
gnome-system-log,3.9.90-4,amd64,system log viewer for GNOME
gnome-system-monitor,3.18.2-1ubuntu1,amd64,Process viewer and system resource monitor for GNOME
gnome-terminal,3.18.3-1ubuntu1,amd64,GNOME terminal emulator application
gnome-terminal-data,3.18.3-1ubuntu1,all,Data files for the GNOME terminal emulator
gnome-user-guide,3.18.1-1,all,GNOME user's guide
gnome-user-share,3.14.2-2ubuntu4,amd64,User level public file sharing via WebDAV or ObexFTP
gnome-video-effects,0.4.1-3ubuntu1,all,Collection of GStreamer effects
gnupg,1.4.20-1ubuntu3.1,amd64,GNU privacy guard - a free PGP replacement
gnupg-agent,2.1.11-6ubuntu2,amd64,GNU privacy guard - cryptographic agent
gnupg2,2.1.11-6ubuntu2,amd64,GNU privacy guard - a free PGP replacement (new v2.x)
gpgv,1.4.20-1ubuntu3.1,amd64,GNU privacy guard - signature verification tool
grep,2.25-1~16.04.1,amd64,"GNU grep, egrep and fgrep"
grilo-plugins-0.2-base:amd64,0.2.17-0ubuntu2,amd64,Framework for discovering and browsing media - Base Plugins
groff-base,1.22.3-7,amd64,GNU troff text-formatting system (base system components)
grub-common,2.02~beta2-36ubuntu3.17,amd64,GRand Unified Bootloader (common files)
grub-gfxpayload-lists,0.7,amd64,GRUB gfxpayload blacklist
grub-pc,2.02~beta2-36ubuntu3.17,amd64,"GRand Unified Bootloader, version 2 (PC/BIOS version)"
grub-pc-bin,2.02~beta2-36ubuntu3.17,amd64,"GRand Unified Bootloader, version 2 (PC/BIOS binaries)"
grub2-common,2.02~beta2-36ubuntu3.17,amd64,GRand Unified Bootloader (common files for version 2)
gsettings-desktop-schemas,3.18.1-1ubuntu1,all,GSettings desktop-wide schemas
gsettings-ubuntu-schemas,0.0.5+16.04.20160307-0ubuntu1,all,GSettings deskop-wide schemas for Ubuntu
gsfonts,1:8.11+urwcyr1.0.7~pre44-4.2ubuntu1,all,Fonts for the Ghostscript interpreter(s)
gstreamer1.0-alsa:amd64,1.8.3-1ubuntu0.2,amd64,GStreamer plugin for ALSA
gstreamer1.0-clutter-3.0,3.0.18-1,amd64,Clutter PLugin for GStreamer 1.0
gstreamer1.0-plugins-base:amd64,1.8.3-1ubuntu0.2,amd64,"GStreamer plugins from the ""base"" set"
gstreamer1.0-plugins-base-apps,1.8.3-1ubuntu0.2,amd64,"GStreamer helper programs from the ""base"" set"
gstreamer1.0-plugins-good:amd64,1.8.3-1ubuntu0.4,amd64,"GStreamer plugins from the ""good"" set"
gstreamer1.0-pulseaudio:amd64,1.8.3-1ubuntu0.4,amd64,GStreamer plugin for PulseAudio
gstreamer1.0-tools,1.8.3-1~ubuntu0.1,amd64,Tools for use with GStreamer
gstreamer1.0-x:amd64,1.8.3-1ubuntu0.2,amd64,GStreamer plugins for X11 and Pango
gtk2-engines-murrine:amd64,0.98.2-0ubuntu2.2,amd64,cairo-based gtk+-2.0 theme engine
gucharmap,1:3.18.2-1ubuntu1,amd64,Unicode character picker and font browser
guile-2.0-libs:amd64,2.0.11+1-10,amd64,Core Guile libraries
gvfs:amd64,1.28.2-1ubuntu1~16.04.2,amd64,userspace virtual filesystem - GIO module
gvfs-backends,1.28.2-1ubuntu1~16.04.2,amd64,userspace virtual filesystem - backends
gvfs-bin,1.28.2-1ubuntu1~16.04.2,amd64,userspace virtual filesystem - binaries
gvfs-common,1.28.2-1ubuntu1~16.04.2,all,userspace virtual filesystem - common data files
gvfs-daemons,1.28.2-1ubuntu1~16.04.2,amd64,userspace virtual filesystem - servers
